milestone, 1, 2, 3, 5, 10, 20, 30, 40, 50, 60, 70, 80, 90, 100
178140 , 181553 , 184339 , 186370 , 188882 , 190897 , 191887 , 202977 , 205315 , 205315 , 205494 , 205494 , 205494 , 205494 , 
62722.4 , 66626.8 , 68955.3 , 73141.8 , 77444.9 , 86300.1 , 87892.5 , 88325.8 , 88738.6 , 89045.5 , 89252.3 , 89683.6 , 89850.2 , 89850.2 , 
177464 , 180541 , 181634 , 183652 , 185680 , 187469 , 188227 , 202347 , 204463 , 204980 , 205155 , 205155 , 205155 , 205155 , 
219593 , 220346 , 220961 , 221535 , 222581 , 225987 , 226392 , 235953 , 235961 , 236618 , 236618 , 236618 , 236618 , 236618 , 
223709 , 224833 , 225593 , 226651 , 227880 , 228267 , 228646 , 238481 , 239280 , 240204 , 240386 , 240386 , 240386 , 240386 , 
54348.8 , 59270.9 , 61597.9 , 64961 , 69851.5 , 77280.9 , 78321.5 , 80496.3 , 81202.1 , 81429.4 , 81642.4 , 81642.4 , 81805.4 , 81805.4 , 
8507.84 , 9358.94 , 9726.18 , 9996.62 , 10136.9 , 10240.6 , 10246.7 , 10643.3 , 10790.6 , 10897.3 , 11065.8 , 11103.6 , 11103.6 , 11103.6 , 
45369 , 49205.4 , 51669.2 , 54761 , 59202.3 , 63092 , 64468.8 , 67133.1 , 67380.9 , 68219.8 , 68316.7 , 68453.3 , 68600.5 , 68600.5 , 
228869 , 230448 , 231014 , 231559 , 232019 , 233954 , 234043 , 240800 , 241710 , 242657 , 243380 , 243380 , 243380 , 243380 , 
19013.1 , 20291.1 , 21013 , 21843.8 , 23037.2 , 26331.9 , 26812.3 , 27044.5 , 27142.9 , 27142.9 , 27142.9 , 27142.9 , 27142.9 , 27142.9 , 
14339.7 , 15438.8 , 15898.1 , 16796.1 , 17642.8 , 19095.1 , 19474.6 , 20500.9 , 20572.9 , 20693.1 , 20708.1 , 20708.1 , 20708.1 , 20708.1 , 
53155.5 , 53809.8 , 54122.8 , 54718.4 , 55398.9 , 55650.9 , 56079.2 , 57243 , 58105.4 , 58329.8 , 58691 , 58759 , 58860.5 , 58859.8 , 
