milestone, 1, 2, 3, 5, 10, 20, 30, 40, 50, 60, 70, 80, 90, 100
0.286089 , 0.234467 , 0.197756 , 0.149333 , 0.0923556 , 0.0510444 , 0.0399556 , 0.0238222 , 0.0113333 , 0.0103111 , 0.00922222 , 0.00897778 , 0.00873333 , 0.00873333 , 
0.382133 , 0.325044 , 0.272267 , 0.210356 , 0.118156 , 0.0650444 , 0.0431778 , 0.0228222 , 0.0153778 , 0.0154444 , 0.0158667 , 0.0147333 , 0.0132444 , 0.0132444 , 
0.293422 , 0.2564 , 0.218467 , 0.176356 , 0.105244 , 0.0675556 , 0.0624889 , 0.0302444 , 0.0115333 , 0.0101111 , 0.00644444 , 0.00644444 , 0.00644444 , 0.00644444 , 
0.148978 , 0.126 , 0.113644 , 0.0975333 , 0.0697556 , 0.0437778 , 0.0386222 , 0.0201111 , 0.0134889 , 0.00957778 , 0.00662222 , 0.00564444 , 0.00215556 , 0.00215556 , 
0.143889 , 0.121667 , 0.106156 , 0.0831111 , 0.059 , 0.0330444 , 0.0245111 , 0.0140222 , 0.00877778 , 0.00364444 , 0.000733333 , 0.000533333 , 0.000533333 , 0.000533333 , 
0.380867 , 0.325667 , 0.285978 , 0.223444 , 0.128933 , 0.0842444 , 0.0529778 , 0.0242667 , 0.0126667 , 0.00851111 , 0.00851111 , 0.00851111 , 0.00851111 , 0.00851111 , 
0.120111 , 0.105356 , 0.0936667 , 0.0737778 , 0.0299778 , 0.0284 , 0.0198889 , 0.0126889 , 0.00364444 , 0.00344444 , 0.00344444 , 0.00344444 , 0.00344444 , 0.00344444 , 
0.358911 , 0.323244 , 0.275867 , 0.207111 , 0.132178 , 0.0740889 , 0.0562667 , 0.0125556 , 0.00293333 , 0.00157778 , 0.0002 , 0 , 0 , 0 , 
0.111533 , 0.0925556 , 0.0828222 , 0.0633111 , 0.0500667 , 0.0404 , 0.0407111 , 0.0191778 , 0.0124222 , 0.0056 , 0.00328889 , 0.00395556 , 0.00426667 , 0.004 , 
0.428378 , 0.366844 , 0.320844 , 0.246933 , 0.137156 , 0.0574 , 0.0475556 , 0.0301111 , 0.0253333 , 0.0213111 , 0.0172222 , 0.0174889 , 0.0141111 , 0.0141111 , 
0.364178 , 0.319267 , 0.2862 , 0.217978 , 0.123978 , 0.0912 , 0.0651556 , 0.0252 , 0.00988889 , 0.0042 , 0.00446667 , 0.00288889 , 0.00288889 , 0.00288889 , 
0.191244 , 0.164044 , 0.143422 , 0.114444 , 0.0679556 , 0.0511111 , 0.0334444 , 0.0157111 , 0.00433333 , 0.00433333 , 0.00433333 , 0.00433333 , 0.00433333 , 0.00433333 , 
0.154733 , 0.147333 , 0.134311 , 0.107333 , 0.0612889 , 0.0470667 , 0.0302889 , 0.0146667 , 0.00533333 , 0.0012 , 0.0008 , 0.000933333 , 0 , 0 , 
0.283978 , 0.240244 , 0.204467 , 0.159022 , 0.0973333 , 0.0840667 , 0.0568444 , 0.0215111 , 0.00982222 , 0.00808889 , 0.00577778 , 0.00511111 , 0.00511111 , 0.00511111 , 
0.0911333 , 0.0772222 , 0.0694667 , 0.0614444 , 0.0454222 , 0.0206667 , 0.0156444 , 0.0088 , 0.00575556 , 0.0038 , 0.00368889 , 0.00302222 , 0.00231111 , 0.00231111 , 
0.410844 , 0.350778 , 0.3102 , 0.227067 , 0.125911 , 0.0567778 , 0.0450667 , 0.0271556 , 0.0162667 , 0.0142889 , 0.0137333 , 0.0137333 , 0.0137333 , 0.0137333 , 
0.311778 , 0.274578 , 0.246778 , 0.186778 , 0.117778 , 0.0746222 , 0.0452444 , 0.0241333 , 0.0124667 , 0.00753333 , 0.00813333 , 0.00831111 , 0.00653333 , 0.00653333 , 
0.368222 , 0.319822 , 0.272733 , 0.210089 , 0.1394 , 0.0816667 , 0.0545556 , 0.0237556 , 0.0114889 , 0.00377778 , 0.00128889 , 0.000666667 , 0.0004 , 0.0004 , 
0.4028 , 0.348089 , 0.312044 , 0.241756 , 0.122867 , 0.0549778 , 0.0375333 , 0.0208444 , 0.0136 , 0.0112889 , 0.0098 , 0.00944444 , 0.00944444 , 0.00944444 , 
0.341267 , 0.2884 , 0.259644 , 0.220756 , 0.127067 , 0.0882222 , 0.0661778 , 0.0354889 , 0.0198444 , 0.0124889 , 0.0108667 , 0.0105111 , 0.0105111 , 0.0105111 , 
0.384289 , 0.339844 , 0.300267 , 0.235844 , 0.128489 , 0.0756889 , 0.0460222 , 0.0209333 , 0.0121333 , 0.0117556 , 0.0117556 , 0.0117556 , 0.0117556 , 0.0117556 , 
0.2464 , 0.207489 , 0.180867 , 0.146467 , 0.0828 , 0.0658444 , 0.0506667 , 0.0234 , 0.00873333 , 0.00537778 , 0.00471111 , 0.00471111 , 0.00471111 , 0.00471111 , 
0.3574 , 0.313311 , 0.265689 , 0.210311 , 0.124 , 0.0930889 , 0.0684222 , 0.0324222 , 0.0154 , 0.00677778 , 0.00424444 , 0.00493333 , 0.00368889 , 0.00368889 , 
0.222222 , 0.181756 , 0.164822 , 0.138622 , 0.0819778 , 0.0613556 , 0.0441556 , 0.0108444 , 0.00451111 , 0.0044 , 0.0044 , 0.00415556 , 0.0036 , 0.0036 , 
0.432956 , 0.377267 , 0.325044 , 0.245289 , 0.132844 , 0.0550667 , 0.0437778 , 0.0273111 , 0.0221333 , 0.0221333 , 0.0213556 , 0.0221556 , 0.0132222 , 0.0132222 , 
